"iNatID","species","long","lat","year","month","day","Nclicks","Rmean","Rvar","Rsd","Gmean","Gvar","Gsd","Bmean","Bvar","Bsd","state","county","elev","AnMnTmp","MnDayRange","Isotherm","TmpSeas","MxTmpWrmMo","MnTempCldMo","TmpAnnRng","MnTmpWetQt","MnTmpDryQt","MnTmpWrmQt","MnTmpCldQt","AnnPrcp","PrcpWetMo","PrcpDryMo","PrcpSeas","PrcpWetQt","PrcpDryQt","PrcpWrmQt","PrcpCldQt","landuse"
13494331,"Erysimum",-115.68122,36.303565,2018,6,9,15,251.333333333333,19.6666666666667,4.43471156521669,250.066666666667,24.0666666666667,4.90577890519606,62.3333333333333,637.238095238095,25.2435753259734,"Nevada","Clark","2665",5.13750028610229,13.4083337783813,41.3837432861328,705.746337890625,23.6000003814697,-8.80000019073486,32.4000015258789,-2.31666660308838,6.40000009536743,14.3166666030884,-2.61666679382324,449,53,12,34.8255233764648,154,67,116,145,"wild"
13513983,"Erysimum asperum",-111.0766221667,45.532895,2018,6,16,15,230.4,61.1142857142857,7.81756264537008,214.266666666667,78.0666666666667,8.83553431698766,32.6666666666667,186.095238095238,13.6416728481238,"Montana","Gallatin","1968",4.14166688919067,13.0166664123535,37.2970390319824,792.822448730469,24,-10.8999996185303,34.9000015258789,7,-4.91666650772095,14.3333330154419,-4.91666650772095,560,82,27,34.9141387939453,206,95,162,95,"wild"
13518928,"Erysimum",-111.5894482938,40.7228448987,2018,6,17,15,253.133333333333,10.9809523809524,3.3137520095735,240.133333333333,67.9809523809524,8.24505623879864,7.53333333333333,30.1238095238095,5.48851614954439,"Utah","Summit","2351",4.92916679382324,14.2250003814697,39.5138893127441,805.6123046875,25.3999996185303,-10.6000003814697,36,-3.34999990463257,15.2166662216187,15.2166662216187,-4.38333320617676,489,48,31,14.4120273590088,142,96,96,139,"wild"
13520346,"Erysimum asperum",-101.00954445,38.88492,2018,6,12,15,252.933333333333,8.35238095238095,2.8900486072696,244.6,79.5428571428571,8.91868023548648,84.4666666666667,335.266666666667,18.3102885467888,"Kansas","Logan","871",11.8249998092651,16.3333339691162,37.8086433410645,993.928161621094,34,-9.19999980926514,43.2000007629395,21.5666656494141,-0.283333212137222,24.2333335876465,-0.283333212137222,480,81,10,63.491340637207,227,32,205,32,"wild"
13520732,"Erysimum perenne",-119.884955,38.9616283333,2018,6,17,15,252.933333333333,6.63809523809524,2.57645012334709,238.733333333333,28.2095238095238,5.31126386178693,33.3333333333333,129.095238095238,11.3620085414172,"Nevada","Douglas","2301",5.80833339691162,13.9833335876465,43.1584358215332,685.634521484375,24.7000007629395,-7.69999980926514,32.4000015258789,-1.68333339691162,14.4833335876465,14.8333339691162,-1.68333339691162,690,122,12,69.3730697631836,329,50,51,329,"notWild"
13525288,"Erysimum capitatum",-105.2504116667,33.6067,2018,6,16,15,250.533333333333,38.8380952380952,6.23202176168338,212.866666666667,227.552380952381,15.0848394407226,64.6666666666667,108.238095238095,10.4037539012654,"New Mexico","Lincoln","2379",10.0708332061768,14.1750001907349,43.2164611816406,700.280639648438,27,-5.80000019073486,32.7999992370605,18.1499996185303,5.38333320617676,18.8833332061768,1.75,519,106,17,68.3974380493164,269,63,249,73,"wild"
13525521,"Erysimum",-120.2411816922,39.1777308612,2018,6,17,15,253.2,3.02857142857143,1.74027912375326,229.866666666667,30.9809523809524,5.56605357330958,53.6,118.542857142857,10.8877388443541,"California","Placer","2199",5.07083320617676,13.9750003814697,41.8413162231445,706.934692382812,24.7000007629395,-8.69999980926514,33.4000015258789,-2.83333325386047,13.8333330154419,14.3833332061768,-2.83333325386047,1005,180,11,74.5651473999023,484,50,53,484,"wild"
13525630,"Erysimum capitatum",-106.3850525126,35.1738187682,2012,7,23,16,252.125,10.3833333333333,3.22231800623919,150.6875,2673.02916666667,51.7013458883487,4.3125,23.5625,4.8541219597369,"New Mexico","Bernalillo","2362",8.03750038146973,14.4916667938232,41.1695098876953,758.467712402344,26.7999992370605,-8.39999961853027,35.1999969482422,16.8999996185303,11.4833335876465,17.6499996185303,-0.933333158493042,516,83,26,44.9663887023926,219,85,195,104,"wild"
13525631,"Erysimum capitatum",-106.4394473312,35.2063281016,2015,6,27,15,245.533333333333,5.98095238095238,2.44559857314163,1.66666666666667,1.52380952380952,1.23442679969674,1,1,1,"New Mexico","Bernalillo","3105",6.05833339691162,14.9666662216187,43.8905181884766,699.2880859375,24.3999996185303,-9.69999980926514,34.0999984741211,14.533332824707,8.48333358764648,14.9333333969116,-1.93333315849304,726,116,35,43.6168212890625,298,112,269,158,"notWild"
13525632,"Erysimum capitatum",-106.3857271808,35.1733976692,2008,6,7,15,230.6,355.828571428571,18.8634188690325,148.8,3060.6,55.3226897393827,35.8,493.6,22.2171105231981,"New Mexico","Bernalillo","2362",8.03750038146973,14.4916667938232,41.1695098876953,758.467712402344,26.7999992370605,-8.39999961853027,35.1999969482422,16.8999996185303,11.4833335876465,17.6499996185303,-0.933333158493042,516,83,26,44.9663887023926,219,85,195,104,"wild"
13528790,"Erysimum asperum",-111.8751052302,41.1905847257,2018,6,17,16,253.0625,9.92916666666667,3.15105802337353,249.5625,71.9958333333333,8.48503584749843,72.5,169.466666666667,13.0179363443929,"Utah","Weber","2584",4.51666641235352,13.0999994277954,38.8724021911621,773.202697753906,24,-9.69999980926514,33.7000007629395,1.93333315849304,14.4166669845581,14.5500001907349,-4.04999971389771,519,50,33,12.420036315918,144,106,109,136,"wild"
13529201,"Erysimum",-122.0180637762,45.6363308346,2018,6,15,15,252.666666666667,5.23809523809524,2.28868854108532,223.666666666667,107.380952380952,10.3624781003847,1.66666666666667,4.23809523809524,2.05866345916355,"Washington","Skamania","261",10.2333335876465,10.7833337783813,40.3870162963867,575.374694824219,26.1000003814697,-0.600000023841858,26.7000007629395,3.91666674613953,17.25,17.3833332061768,3.34999990463257,1938,301,29,59.8972778320312,869,145,153,815,"wild"
13532390,"Erysimum perenne",-114.2745666667,39.0205695,2018,6,12,15,251.666666666667,10.6666666666667,3.2659863237109,251.8,30.8857142857143,5.55749172610399,76.9333333333333,311.923809523809,17.6613648828116,"Nevada","White Pine","2733",4.56666660308838,12.7833337783813,38.7373733520508,741.366455078125,23.6000003814697,-9.39999961853027,33,1.71666669845581,-2.16666674613953,14.3500003814697,-3.23333334922791,441,46,28,12.4313583374023,125,101,106,103,"wild"
13534889,"Erysimum",-121.5860718604,40.4692986926,2018,6,16,15,253.933333333333,5.06666666666667,2.25092573548455,196.333333333333,178.095238095238,13.3452327853522,9.2,76.1714285714286,8.7276244517869,"California","Shasta","1985",5.70833349227905,14.0666666030884,45.8197593688965,613.428649902344,24.2000007629395,-6.5,30.7000007629395,0.116666711866856,13.4499998092651,13.8666667938232,-0.699999988079071,1167,171,11,63.0582313537598,506,72,73,482,"wild"
13536919,"Erysimum capitatum",-119.815,38.54516,2018,6,16,10,253.5,2.27777777777778,1.50923085635624,249.1,22.3222222222222,4.72463990397387,16.2,808.177777777778,28.4284677353138,"California","Alpine","2678",3.12083339691162,14.3083333969116,43.6229667663574,670.340698242188,22.2999992370605,-10.5,32.7999992370605,-3.94999980926514,11.4166669845581,12.1999998092651,-3.94999980926514,811,140,16,68.2979965209961,378,58,62,378,"notWild"
13538363,"Erysimum capitatum",-111.467068957,44.3249795,2018,6,16,15,248.533333333333,108.552380952381,10.4188473907809,198.733333333333,2275.92380952381,47.7066432430936,7.53333333333333,71.8380952380952,8.47573567533198,"Idaho","Fremont","1876",3.15000009536743,15.25,37.6543197631836,921.656127929688,25.6000003814697,-14.8999996185303,40.5,-6.84999990463257,13.9833335876465,14.5166664123535,-8.14999961853027,628,79,31,29.0180187225342,214,102,118,214,"wild"
13569894,"Erysimum capitatum",-111.7838202227,44.0101001697,2018,5,26,15,228.6,108.542857142857,10.4183903335812,233,188.714285714286,13.7373318266061,63.2666666666667,529.780952380952,23.0169709645069,"Idaho","Fremont","1525",5.62916660308838,15.9916667938232,37.9849586486816,964.349670410156,28.8999996185303,-13.1999998092651,42.0999984741211,10.3666667938232,16.6833324432373,17.3166656494141,-6.48333311080933,353,45,20,25.904541015625,116,67,86,87,"wild"
13585399,"Erysimum capitatum",-119.473,37.77566,2018,6,15,10,253.2,7.95555555555556,2.82055944017416,233.7,36.0111111111111,6.00092585449205,81.2,1040.4,32.2552321337175,"California","Mariposa","2803",3.125,14.8333330154419,45.6410255432129,631.140747070312,21.7000007629395,-10.8000001907349,32.5,-3.28333330154419,10.9166669845581,11.75,-3.31666660308838,765,133,16,70.4513244628906,359,50,61,344,"wild"
13594220,"Erysimum capitatum",-118.878,36.69882,2018,6,19,20,253.35,4.66052631578947,2.15882521659107,202.65,177.923684210526,13.3388037023762,14.55,274.576315789474,16.5703444680391,"California","Tulare","2312",5.8125,12.9416666030884,42.4316940307617,645.389709472656,23.7000007629395,-6.80000019073486,30.5,-0.900000035762787,13.6666669845581,14.5166664123535,-0.98333328962326,881,166,5,81.5411071777344,443,21,40,436,"wild"
13594413,"Erysimum",-120.0841017867,39.3484545975,2018,6,19,16,254.4375,0.6625,0.813941029804985,254.25,0.6,0.774596669241483,18.0625,32.3291666666667,5.68587430978444,"California","Nevada","1866",6.35416698455811,16.6749992370605,45.6849327087402,719.897277832031,27.1000003814697,-9.39999961853027,36.5,-2.25,15.3500003814697,15.3500003814697,-2.25,664,116,9,71.3252639770508,315,41,41,315,"wild"
13598378,"Erysimum capitatum",-119.993,38.69668,2018,6,19,15,254,1.14285714285714,1.0690449676497,253.733333333333,2.78095238095238,1.66761877566558,27.3333333333333,36.8095238095238,6.06708528121402,"California","Alpine","2628",3.17499995231628,13.7166662216187,42.0756645202637,683.748046875,22.2999992370605,-10.3000001907349,32.5999984741211,-4.16666698455811,11.5999994277954,12.4166660308838,-4.16666698455811,931,163,15,71.0912094116211,440,58,62,440,"wild"
13602386,"Erysimum capitatum",-118.626,36.16372,2018,6,15,11,251.181818181818,10.9636363636364,3.31113822780571,195.636363636364,62.4545454545455,7.90281882966739,4.63636363636364,36.8545454545455,6.07079446650481,"California","Tulare","1941",8.48333358764648,12.6833333969116,44.3473205566406,590.959655761719,25.2000007629395,-3.40000009536743,28.6000003814697,2.31666660308838,15.6333332061768,16.4166679382324,2.21666669845581,723,133,3,82.1331558227539,366,19,31,357,"wild"
13603165,"Erysimum capitatum",-121.615,36.16083,2018,5,31,15,253.866666666667,3.26666666666667,1.80739222823013,187.666666666667,185.095238095238,13.6049710802794,14,245.142857142857,15.6570385815089,"California","Monterey","1076",10.9791669845581,12.875,55.257511138916,390.491851806641,24.8999996185303,1.60000002384186,23.2999992370605,7.21666669845581,15.4166660308838,16.3500003814697,7.08333349227905,1038,199,4,89.6455993652344,543,17,28,539,"notWild"
13608624,"Erysimum capitatum",-119.803,38.54955,2018,6,15,11,254.181818181818,0.963636363636364,0.981649817214043,251.909090909091,4.89090909090909,2.21153998175685,38.0909090909091,73.6909090909091,8.58434092350188,"California","Alpine","2683",3.10833334922791,14.3333330154419,43.5663642883301,670.514831542969,22.2999992370605,-10.6000003814697,32.9000015258789,-3.96666669845581,11.4333333969116,12.1833333969116,-3.96666669845581,804,139,16,68.4473724365234,376,58,62,376,"wild"
13621937,"Erysimum capitatum",-111.5668744,40.61454829,2018,6,15,17,247.529411764706,6.01470588235294,2.45248973134506,248.705882352941,65.3455882352941,8.08366180856758,6.47058823529412,18.5147058823529,4.3028718180249,"Utah","Salt Lake","2772",2.61249995231628,13.1750001907349,38.75,766.883056640625,22,-12,34,-4.91666650772095,9.43333339691162,12.5833330154419,-5.84999990463257,509,48,34,9.84362697601318,142,113,113,140,"notWild"
13624497,"Erysimum capitatum",-116.64,33.81256,2018,6,20,12,252.583333333333,6.4469696969697,2.53908835942542,214.75,34.0227272727273,5.83290041683614,62.9166666666667,19.9015151515152,4.46111142558838,"California","Riverside","2496",9.72916698455811,13.158332824707,44.3041534423828,637.37548828125,26.8999996185303,-2.79999995231628,29.6999988555908,2.95000004768372,14.9333333969116,18.0499992370605,2.95000004768372,802,134,5,71.9380493164062,386,49,94,386,"wild"
13633044,"Erysimum",-111.7379823613,41.3684810533,2018,6,19,15,253.266666666667,3.20952380952381,1.79151438998513,240.933333333333,5.35238095238095,2.31352133173242,68.7333333333333,3.06666666666667,1.75119007154183,"Utah","Weber","2593",2.92083334922791,13.1916666030884,37.7984733581543,808.316040039062,23,-11.8999996185303,34.9000015258789,-5.16666650772095,13.1999998092651,13.2666664123535,-6.28333330154419,485,48,32,10.9179058074951,132,103,106,126,"wild"
13648597,"Erysimum capitatum",-97.20165999,46.52453234,2018,6,21,15,241.4,125.4,11.1982141433355,201.333333333333,171.238095238095,13.0857974628257,34.1333333333333,154.12380952381,12.4146610716447,"North Dakota","Richland","319",5.44583320617676,12.7249994277954,26.5657615661621,1278.87280273438,28.5,-19.3999996185303,47.9000015258789,20.283332824707,-11.1999998092651,20.283332824707,-11.1999998092651,492,80,10,62.4105224609375,223,34,223,34,"wild"
13654151,"Erysimum capitatum",-97.2013333333,46.5251194444,2018,6,21,16,254.0625,2.72916666666667,1.65201896679992,254,1.33333333333333,1.15470053837925,21.5,92,9.59166304662544,"North Dakota","Richland","319",5.43333339691162,12.7166662216187,26.5483646392822,1278.05480957031,28.5,-19.3999996185303,47.9000015258789,20.283332824707,-11.1999998092651,20.283332824707,-11.1999998092651,489,79,10,62.1423568725586,221,34,221,34,"wild"
13704274,"Erysimum asperum",-111.5946817026,40.6018477531,2018,6,16,15,254.066666666667,1.92380952380952,1.38701460836198,248.533333333333,133.838095238095,11.568841568545,0.6,0.828571428571429,0.9102589898328,"Utah","Salt Lake","2815",2.30833339691162,13.1166667938232,38.5784301757812,766.016357421875,21.7000007629395,-12.3000001907349,34,-5.19999980926514,12.2666664123535,12.2666664123535,-6.13333320617676,512,49,35,9.78117942810059,144,115,115,143,"wild"
13707737,"Erysimum capitatum",-118.865,34.48246,2018,6,22,10,254.1,0.766666666666667,0.875595035770913,227.6,12.7111111111111,3.56526452189892,4.1,99.6555555555556,9.98276292193477,"California","Ventura","1246",13.9083337783813,12.9166669845581,47.3137969970703,552.115112304688,29.8999996185303,2.59999990463257,27.2999992370605,8.19999980926514,20.5499992370605,21.3833332061768,8.15000057220459,421,82,1,92.8187103271484,226,6,10,219,"wild"
13708759,"Erysimum",-111.5960936342,40.6202980969,2018,6,23,16,253,7.6,2.75680975041804,251,77.7333333333333,8.81665091365952,11.25,119.133333333333,10.9148217270523,"Utah","Salt Lake","2519",3.60833334922791,13.6666669845581,39.1595039367676,783.598449707031,23.3999996185303,-11.5,34.9000015258789,-4.36666679382324,13.7333335876465,13.7333335876465,-5.26666688919067,504,48,32,12.1449527740479,143,104,104,142,"notWild"
13722761,"Erysimum capitatum",-111.6400242805,40.6478155637,2018,6,23,15,247.533333333333,13.8380952380952,3.71995903715286,247.466666666667,10.9809523809524,3.3137520095735,19.8,1148.88571428571,33.8952166873987,"Utah","Salt Lake","2329",4.61666679382324,13.9333333969116,39.2488250732422,793.683410644531,24.8999996185303,-10.6000003814697,35.5,-3.54999995231628,14.8333339691162,14.8333339691162,-4.48333358764648,507,49,31,15.0208148956299,147,98,98,145,"wild"
13725980,"Erysimum",-120.2915011906,39.1560672457,2018,6,23,15,253.133333333333,4.12380952380952,2.03071650503204,245.666666666667,49.9523809523809,7.06769983462661,2.66666666666667,10.0952380952381,3.17730044144996,"California","Placer","2271",4.9375,13.6583337783813,42.4171829223633,679.495544433594,24,-8.19999980926514,32.2000007629395,-2.46666669845581,13.3166666030884,14,-2.46666669845581,1080,193,11,75.0960388183594,520,52,55,520,"wild"
13726786,"Erysimum capitatum",-116.606,32.94671,2018,6,16,11,253.818181818182,0.763636363636364,0.873862897505303,234.727272727273,6.61818181818182,2.5725827135744,11.4545454545455,62.8727272727273,7.92923245167698,"California","San Diego","1855",11.5291662216187,13.4250001907349,47.271125793457,591.54443359375,28,-0.400000005960464,28.3999996185303,5.38333320617676,15.8833332061768,19.533332824707,5.38333320617676,767,146,4,78.6828689575195,401,40,70,358,"notWild"
13735249,"Erysimum",-120.47967,39.16943743,2018,6,21,11,208.636363636364,1616.05454545455,40.2001809132067,191.545454545455,1391.87272727273,37.3078105397881,14.5454545454545,474.472727272727,21.7823948929572,"California","Placer","1948",7.15833330154419,14.25,45.6730766296387,641.350952148438,25.7999992370605,-5.40000009536743,31.1999988555908,0.300000041723251,15.1499996185303,15.6166667938232,0.300000041723251,1348,251,9,79.9406051635742,668,47,53,668,"wild"
13738437,"Erysimum capitatum",-120.042,39.25775,2018,6,16,11,254.454545454545,0.272727272727273,0.522232967867094,233.181818181818,6.56363636363636,2.56195947736032,0.727272727272727,1.61818181818182,1.27207775634268,"California","Placer","2005",6.57499980926514,14.0333337783813,44.5502662658691,646.62939453125,25,-6.5,31.5,-0.599999964237213,14.75,14.9833335876465,-0.599999964237213,704,125,9,72.0132827758789,338,43,43,338,"wild"
13745868,"Erysimum",-110.96592,45.7182216667,2018,6,24,15,253,4.57142857142857,2.1380899352994,243.866666666667,19.1238095238095,4.37307780902759,18.6,50.9714285714286,7.13942774817622,"Montana","Gallatin","2010",4.64583349227905,13.7250003814697,37.0945930480957,838.484741210938,25.3999996185303,-11.6000003814697,37,7.51666641235352,-5.13333320617676,15.1833333969116,-5.13333320617676,529,78,25,35.8342170715332,195,86,156,86,"wild"
13750151,"Erysimum",-119.9732382,38.50138196,2018,6,24,10,241.6,8.48888888888889,2.91356978445495,242.7,2.01111111111111,1.41813649241218,37.6,36.7111111111111,6.05896947600094,"California","Alpine","2631",3.53749990463257,13.875,43.4952964782715,659.080383300781,22.2999992370605,-9.60000038146973,31.8999996185303,-3.31666660308838,11.6666669845581,12.4833335876465,-3.31666660308838,945,166,15,72.0819702148438,448,56,61,448,"wild"
13756699,"Erysimum",-110.8681741265,45.5963904737,2018,6,24,15,250.666666666667,35.6666666666667,5.97215762238964,234,62.8571428571429,7.92824967172092,33.6666666666667,123.809523809524,11.1269728052837,"Montana","Gallatin","2208",3.02083325386047,13.0083332061768,38.6003952026367,761.853149414062,22.2999992370605,-11.3999996185303,33.6999969482422,5.41666650772095,-5.54999971389771,12.783332824707,-5.54999971389771,567,78,31,29.7744102478027,199,108,163,108,"wild"
13790011,"Erysimum capitatum",-120.017,38.65361,2018,6,24,10,253.7,1.56666666666667,1.25166555703457,219.2,17.9555555555556,4.23739962188552,1.5,1.16666666666667,1.08012344973464,"California","Alpine","2669",3.06666660308838,13.5833330154419,42.3156814575195,674.36279296875,22,-10.1000003814697,32.0999984741211,-4.06666660308838,11.3166666030884,12.2333335876465,-4.06666660308838,976,169,15,71.0431137084961,458,58,63,458,"wild"
13791982,"Erysimum capitatum",-112.7833328247,43.8341674805,2018,6,25,18,254.333333333333,1.17647058823529,1.08465228909328,251.5,3.91176470588235,1.97781816805346,4.66666666666667,34.4705882352941,5.87116583271961,"Idaho","Butte","1459",6.44583320617676,16.7583332061768,36.5902481079102,1033.68591308594,31.2999992370605,-14.5,45.7999992370605,16.0666656494141,-3.86666679382324,18.9833335876465,-6.71666669845581,211,31,12,34.8330307006836,78,41,64,46,"wild"
13805227,"Erysimum capitatum",-110.7160633333,44.9657883333,2018,6,21,16,252.3125,15.2958333333333,3.91098879227918,236.9375,39.6625,6.29781708213251,32.25,54.4666666666667,7.3801535666046,"FALSE","FALSE","2065",2.32083344459534,15.0416669845581,38.3715972900391,886.252197265625,24.1000003814697,-15.1000003814697,39.2000007629395,10.5166664123535,9.43333339691162,13.1999998092651,-8.44999980926514,552,60,33,16.6299304962158,161,117,147,144,"wild"
13823598,"Erysimum capitatum",-120.525,39.29504,2018,6,3,10,254.3,1.12222222222222,1.05934990547138,233.7,28.0111111111111,5.29255241930688,52.8,23.0666666666667,4.80277697448743,"California","Placer","1879",7.08750009536743,14.7416667938232,45.3589744567871,659.211364746094,26.2999992370605,-6.19999980926514,32.5,0.35000005364418,15.2166662216187,15.6999998092651,-0.183333322405815,1393,255,9,78.8675308227539,685,47,53,678,"wild"
13827693,"Erysimum",-119.8155367,38.55068833,2018,6,23,10,252.2,8.17777777777778,2.85968141193696,237.2,24.6222222222222,4.96207841758091,76.4,531.822222222222,23.0612710452443,"California","Alpine","2598",3.44166684150696,14.4833335876465,43.6245002746582,678.182189941406,22.7999992370605,-10.3999996185303,33.1999969482422,-3.83333325386047,11.8833332061768,12.5666666030884,-3.83333325386047,784,136,15,68.6801300048828,367,55,59,367,"wild"
13862392,"Erysimum capitatum",-120.035,34.72551,2018,6,5,10,252.8,3.28888888888889,1.81352940116473,157.3,56.0111111111111,7.48405712906516,5.1,50.7666666666667,7.12507309904022,"California","Santa Barbara","509",14.8958330154419,16.0416660308838,57.7038345336914,417.603851318359,30.7000007629395,2.90000009536743,27.8000011444092,10.6333332061768,19.783332824707,20.466667175293,10.4000005722046,498,101,0,95.3528594970703,288,4,11,270,"wild"
13866279,"Erysimum",-118.5251217,34.64726333,2018,6,28,10,249.7,32.0111111111111,5.65783625700772,173.5,107.611111111111,10.373577546397,19.5,378.5,19.4550764583437,"California","Los Angeles","945",14.9333333969116,12.4499998092651,43.6842079162598,613.126586914062,31.1000003814697,2.59999990463257,28.5,8.76666641235352,22.5666656494141,23.033332824707,8.19999980926514,402,87,1,95.7319869995117,239,6,11,225,"wild"
13870042,"Erysimum capitatum",-118.696,36.11302,2018,6,27,10,254.4,0.488888888888889,0.699205898780101,200.6,78.0444444444445,8.83427667918797,1.1,0.544444444444444,0.737864787372622,"California","Tulare","1829",9.56666660308838,12.6333332061768,44.4835662841797,585.969787597656,26.2000007629395,-2.20000004768372,28.4000015258789,3.46666669845581,16.6833343505859,17.4333343505859,3.45000004768372,739,137,3,82.5889587402344,373,18,30,368,"wild"
13870504,"Erysimum capitatum",-111.6460516667,40.7979616667,2018,6,21,15,248.333333333333,59.2380952380952,7.69662882293899,234.4,158.114285714286,12.5743503098286,105.6,1130.4,33.6214217426926,"Utah","Salt Lake","2320",5.32916641235352,14.4750003814697,40.2083320617676,802.381286621094,25.7000007629395,-10.3000001907349,36,-2.86666679382324,15.5,15.5,-3.91666674613953,505,50,31,15.9112615585327,142,95,95,138,"wild"
13896734,"Erysimum capitatum",-122.987,40.19571,2018,6,29,11,253.818181818182,4.16363636363636,2.04049904769308,190.818181818182,125.763636363636,11.2144387449233,10.2727272727273,32.8181818181818,5.72871554697751,"California","Trinity","2109",5.95416641235352,13.1750001907349,47.2222213745117,521.171997070312,22.6000003814697,-5.30000019073486,27.9000015258789,2.26666665077209,12.1999998092651,13.216667175293,0.833333253860474,1858,309,12,76.5058364868164,903,71,86,647,"notWild"
13897189,"Erysimum asperum",-111.54995,40.60087,2018,6,29,15,253.2,3.31428571428571,1.8205179796656,249.6,25.8285714285714,5.08218175871067,13.2,75.8857142857143,8.7112406857872,"Utah","Wasatch","2857",2.41249990463257,13.0749998092651,38.7982177734375,760.227600097656,21.7000007629395,-12,33.7000007629395,-4.91666650772095,4.11666679382324,12.3000001907349,-5.88333320617676,514,49,35,9.06478214263916,143,116,117,141,"wild"
13900821,"Erysimum",-105.2231027778,36.7804027778,2018,6,24,15,241.8,25.8857142857143,5.08780053517375,207,15.1428571428571,3.89138242053607,2.66666666666667,17.5238095238095,4.18614494777827,"New Mexico","Taos","2997",2.79583334922791,16.908332824707,44.147087097168,765.994445800781,22.3999996185303,-15.8999996185303,38.2999992370605,11.8666667938232,-6.46666669845581,12.2166662216187,-6.46666669845581,610,92,29,38.3020896911621,232,96,228,96,"wild"
13918866,"Erysimum capitatum",-111.6007384659,40.602933853,2018,6,30,15,253.133333333333,4.55238095238095,2.13363093162359,242.2,113.314285714286,10.6449183047258,20.3333333333333,122.952380952381,11.0883894661209,"Utah","Salt Lake","2912",2.02916669845581,12.9916667938232,38.7810935974121,755.008911132812,21.2000007629395,-12.3000001907349,33.5,-5.23333311080933,3.61666655540466,11.8833332061768,-6.19999980926514,521,50,36,9.57399654388428,146,118,126,145,"wild"
13920183,"Erysimum capitatum",-118.481,35.06539,2018,6,24,10,252.9,5.87777777777778,2.42441287279576,174.6,157.155555555556,12.5361698917794,2.7,19.5666666666667,4.42342250600897,"California","Kern","1993",9.29166698455811,12.3333330154419,42.3825874328613,636.552612304688,26.5,-2.59999990463257,29.1000003814697,2.53333330154419,17.1666660308838,17.8166656494141,2.53333330154419,558,98,4,82.5506286621094,278,19,28,278,"wild"
13934514,"Erysimum capitatum",-117.086,34.20211,2018,6,30,12,254.25,1.11363636363636,1.05528970602217,231.166666666667,39.2424242424242,6.26437740261746,11.5,177.363636363636,13.317793975116,"California","San Bernardino","1851",11.125,14.466667175293,49.0395469665527,596.140991210938,28,-1.5,29.5,4.90000009536743,18.6833343505859,18.9166660308838,4.66666650772095,896,158,3,83.2405242919922,469,29,54,445,"wild"
13953259,"Erysimum capitatum",-111.2067868375,45.4263693933,2018,7,1,15,252.466666666667,9.83809523809524,3.136573805619,245.666666666667,56.0952380952381,7.48967543323728,66.8666666666667,86.2666666666667,9.28798507032966,"Montana","Gallatin","2317",2.49583339691162,13.158332824707,38.7009811401367,770.989501953125,22,-12,34,4.76666641235352,-6.19999980926514,12.283332824707,-6.19999980926514,591,75,35,24.72682762146,195,127,163,127,"wild"
13961736,"Erysimum",-120.1033861,38.8315,2018,6,30,10,252.9,5.21111111111111,2.28278582243519,230.1,23.2111111111111,4.8177911028926,45.6,42.9333333333333,6.55235326682966,"California","El Dorado","2679",3.71249985694885,13.0749998092651,42.8688507080078,635.513854980469,21.7000007629395,-8.80000019073486,30.5,-2.61666679382324,11.5500001907349,12.3833332061768,-2.70000004768372,1025,177,15,70.8790130615234,480,61,65,467,"wild"
13962570,"Erysimum capitatum",-119.506,37.84487,2018,6,25,10,247.8,15.0666666666667,3.8815804341359,211,20.2222222222222,4.49691252107735,12.7,93.5666666666667,9.67298643990917,"California","Mariposa","3137",1.44583332538605,13.7583332061768,43.816349029541,625.018005371094,19.6000003814697,-11.8000001907349,31.4000015258789,-3.03333330154419,8.93333339691162,10.1499996185303,-4.86666679382324,858,150,19,69.4391250610352,402,61,72,378,"wild"
13962958,"Erysimum capitatum",-119.49,37.84261,2018,6,25,10,252.5,8.05555555555556,2.83823106098773,220.2,13.9555555555556,3.73571352696584,47.7,201.344444444444,14.1895892979481,"California","Mariposa","2788",2.69583320617676,14.7583332061768,44.9949188232422,638.98876953125,21.5,-11.3000001907349,32.7999992370605,-3.91666674613953,10.5500001907349,11.466667175293,-3.91666674613953,753,131,16,70.0494384765625,352,51,60,352,"wild"
13970245,"Erysimum capitatum",-116.468,33.5397,2018,6,8,11,250.909090909091,7.89090909090909,2.80907619884351,244.363636363636,44.6545454545455,6.68240566372212,55.2727272727273,22.8181818181818,4.77683805651624,"California","Riverside","2222",10.4791669845581,14.1750001907349,46.7821807861328,631.194580078125,28,-2.29999995231628,30.2999992370605,3.81666684150696,15.6500005722046,18.75,3.80000019073486,734,120,4,71.2803115844727,355,45,88,339,"notWild"
13970283,"Erysimum capitatum",-116.666,33.80316,2018,6,10,11,252.545454545455,4.47272727272727,2.11488233070478,252.818181818182,9.76363636363636,3.12468180198182,57.0909090909091,23.2909090909091,4.82606559123569,"California","Riverside","2781",6.66249990463257,12.4083337783813,42.9354095458984,630.029296875,23.6000003814697,-5.30000019073486,28.9000015258789,-0.050000112503767,11.716667175293,14.9499998092651,-0.050000112503767,848,139,6,69.6540298461914,403,56,108,403,"wild"
